"Temperature","Humidity","PM2.5","PM10","NO2","SO2","CO","Industrial_Vicinity","Population_Density"
20.6,60.3,33.8,38.3,19.9,1.1,1.07,10.1,207
27.9,39.7,2.3,8.1,22.2,6.3,1,10.2,430
20.2,58.7,49.8,55.5,25.3,6.3,0.94,15.1,589
22.1,59.3,46.8,60,22.3,13.2,1.46,5.5,490
22.7,73,33.6,38.6,30.8,14.2,1.72,10.7,576
33.9,78.3,16.5,31.2,30.4,19.8,1.73,4,411
20.7,73,5.6,14,12.1,5.9,0.9,13.9,425
31.7,78.8,22.2,33.1,31.5,10.8,1.6,6.2,494
35.6,57.6,19.4,33.5,35.1,10,1.57,5.1,424
19.6,60,2.5,7,22.7,4.8,1.01,11.8,594
38.5,81.3,43.9,52.4,39.8,8.6,1.55,3.5,670
36,71.3,5.3,25.4,33,14.6,1.73,5.2,677
18.9,43.7,3.3,12.7,25.7,5.8,1.78,5.4,432
39.1,79.9,7.9,19.7,34.6,10.7,1.71,5.5,609
23.9,66.7,14.3,16.9,21.8,7.8,1.07,10.4,413
30,69.2,2,3.9,15.3,5.2,1.09,10.1,297
28.9,62.3,5.1,10.3,14.3,5.8,0.82,14.5,368
36.5,81,9.8,22.2,31.5,6.8,1.63,6.5,322
34.6,97.6,52.6,69.2,33.1,11.4,2.2,4.6,537
23.8,58.4,13.1,23.2,11.3,6.3,0.94,10,437
24.8,47.8,37,40.9,19.6,6.1,0.93,14.2,557
26.6,60,5,15.5,32.8,5.3,1.57,6.9,460
27.9,41.1,24.9,29.8,23.5,6.1,1.08,10.8,294
22.9,71.3,6.9,12,11.8,3.5,1,13.5,485
44.3,59.3,6,17.3,28.9,10.5,1.79,5.1,643
29.7,51.8,15.4,34.6,28.2,10.4,1.46,9.2,532
36.7,99,4.2,19.4,32.1,18.7,2.38,3.9,675
29.6,46.6,5.1,16.2,27,7,1.93,7.6,364
33.4,96.6,14.1,25.5,26.8,15.8,2.39,5.5,623
20.5,71.3,4.6,9.7,19.5,7.4,1.07,11.4,298
23,41.1,24.8,28.1,18.7,3.4,0.94,10.3,379
21.5,59.8,8.6,12.6,20.3,5.5,1.08,10.1,470
28.6,88.5,0.4,11.6,20.1,16.8,1.93,8.8,657
22.7,77.3,71,77.5,40.1,9.6,1.63,3.5,608
28.2,80.5,19.1,31.5,25,11.1,1.11,5.2,373
28.1,73.2,31.1,41.5,18.8,12.8,1.23,5.1,423
38.1,65.7,16.6,34.5,23.9,5.8,1.97,5.5,607
26.1,48.2,15.7,16.5,17.1,5.3,0.94,11.1,344
39.2,73.7,23.5,44.1,43.7,15.4,2.49,3,787
33.3,73.1,21.6,33.1,44.5,7.4,1.98,8.8,723
26.7,54.8,5.8,11.3,15.8,4.5,1.25,11.8,565
33.7,67.9,1.4,13.4,26.2,16.4,1.84,4.9,742
29.2,53.9,8.3,22.5,30.5,13.8,1.63,7,352
27.7,77.8,20.8,28.2,15.5,4.7,0.97,11.4,225
20.3,66.8,18.9,21.1,25.5,5,0.96,11.3,416
29.4,63.7,79.7,93.1,26.2,12.2,1.56,5.4,326
28.2,65.2,30,40.9,15.7,9.2,1.5,5.4,541
23,51.2,17.3,22.3,13.6,2.5,0.84,13.2,444
30.9,60.3,56.3,68.7,22.8,10.5,1.4,7.4,426
22.9,67.6,4,9.7,24.3,5.6,0.9,13.6,422
32.1,89,1,18.5,32.4,9.8,1.95,6.8,545
28.1,69,0.5,2.8,19.5,6.9,1.06,11.8,491
29.8,75.8,1.1,19.5,29.7,4,1.78,6.3,402
43.2,64.6,31.2,48.6,36.7,14.7,2.3,3.4,540
27.4,41,12.9,18.9,23.7,4.2,1.01,12.2,264
31.3,68.3,26.6,31.6,40.1,19.8,1.51,10.4,568
35.7,60.6,2.9,11.2,30.8,14.4,1.36,10,627
20.9,58.2,17.5,23.6,18.8,3.9,0.94,10.9,420
42.4,97.9,28,53.6,36.9,29.4,1.72,4.9,665
31.5,48.2,6.7,11.7,15.6,3.7,1.29,11.6,269
30.1,89.5,26.2,38.9,45.4,19.1,2.18,4.2,658
30.6,71.9,7.7,21.3,16.9,3.5,1.73,5.6,593
41.6,100.7,156.7,166.2,38.7,24.5,1.96,2.8,888
28.1,78.1,30.4,38.6,33.9,7.9,1.35,8.7,465
26.2,64.3,16.2,19.4,18.5,9,1.08,11.3,566
32,51.9,43.7,55.7,24.3,12.1,1.41,5.1,461
34.4,87.9,216.9,240,50.7,15.3,2.53,4.3,578
19.8,54.8,4.6,17.5,24.3,14.5,1.52,5.6,637
47.3,75.6,75.8,92,36.3,17.4,1.76,5,503
28.3,56.4,22.1,30.3,28,0.6,1.48,8.2,331
28.3,59.1,1.5,6.1,23.4,7,1.1,10.9,511
22.7,73.6,8.2,13.6,21.8,5.2,1.14,12.2,472
31.5,85.2,11.3,21.9,26.6,9.1,1.2,5.2,676
38.8,90.8,12.6,20.3,29.3,8.3,1.57,6.9,630
34,68.2,5.4,10.2,47.2,12.8,2.16,3.9,725
32.6,63.8,4.6,21.9,20.9,14.5,1.6,7.7,605
35.6,95.7,13.9,30,37.6,12.1,2,12.3,552
24.7,70.4,8.1,12.2,17.3,4.2,1.04,11,243
32.2,70,3.5,10.2,25.4,19.3,2.59,3.9,735
27.1,75.3,0.1,7.1,13.8,7.9,1.03,12.7,499
21.8,59.9,21,22.6,23.5,5.2,0.94,10,318
31,95.6,32.3,39.5,21.4,8.9,1.25,10.7,327
31.9,65.2,15.9,19.4,30.3,28.2,1.82,8.2,771
23.9,44.8,1,4.7,26,3.5,1.02,10.6,262
31.4,53.2,18.5,27.9,28.9,13,1.42,5.7,319
45.9,87.5,25.7,49.6,46.2,22.1,2.86,3.5,571
31.8,106.5,18.7,34.3,32.8,19.2,2.79,4.1,670
30.7,80.5,19.9,34.2,19.9,8.4,1.43,6.8,527
23.2,57.5,17.8,26.2,11,2.9,1.19,10.4,500
20.3,75.5,8.6,14.6,14.7,4.6,0.99,16.3,297
38.5,92.3,1.9,12.7,33.6,13.8,2.99,4.9,848
21,60.5,4.6,8.9,15.1,6.8,0.93,10.2,378
26.2,80.8,10.2,16.3,13.9,3.2,0.86,12,328
25.8,55.8,18.9,26.4,19.9,7.3,1,12,579
28.1,67.8,2,6.9,21.5,1.1,0.85,11,344
25.9,64.2,1.5,10.3,23.6,-0.4,0.93,11.5,386
33.5,76.3,1,25.2,17.4,19,2.47,3.4,666
26.7,67.6,3.9,7.9,23.5,6.2,0.99,10.4,366
28.7,55.1,20.5,23.6,17.3,2.6,0.86,11.9,347
36.8,82.8,7.3,17.9,33.2,17,1.9,4.3,678
29.3,72.3,113.9,126.4,36.9,13.2,1.53,5.2,630
24.5,45.8,50.7,57.8,22.2,4.9,1.09,11.8,353
41.4,86,25.7,35.8,39.6,4.8,1.99,6.1,449
23.9,56.6,43.9,53.1,16.5,7.1,1.13,10.8,520
37.3,59.7,12.2,26.6,37.7,24.1,2.25,4.1,640
29.7,69,18,26.3,28.9,9.8,1.58,5.4,674
30.7,75.8,2.4,19.2,29.4,9.3,1.66,5.5,448
42.7,74.3,38.4,70.8,42.3,20.7,2.58,5.9,729
37,78.3,12,24.3,23.7,6.1,1.7,7.6,485
36.3,69.3,7.1,15.6,22.7,1.6,1.44,6.4,542
26.2,70.8,6.5,12.7,19,2.6,1.01,12.2,263
23.2,39.6,0.8,7.3,21.7,5.8,0.91,10.9,438
37.8,65.8,4.5,19.8,17.2,9.4,1.43,6.2,495
35.2,96.2,4.9,15.5,33.6,9.7,2.34,3.6,515
28.6,83.1,19.9,29.1,35.8,12.3,1.93,7.4,674
27.1,63,1.7,5.2,25,4.9,1.02,11.4,583
35,56,23.4,27.1,32.7,11.5,1.62,5.8,452
24.8,44.9,2.7,12.5,12.7,3.2,0.96,12.2,405
38.8,83.1,25.9,30.6,32.1,17.5,2.58,4.9,638
26.7,100.1,3.9,18.1,30.7,15.5,1.62,3.7,457
33.8,66.1,55.5,79.2,35.2,18.6,2.06,4.5,636
29.8,76.9,5.1,11.5,29.6,3.9,1.61,5.6,358
21.8,69,0.7,7.9,10.2,6.3,0.95,11.6,489
33.9,65.9,11.6,23.8,25.1,11.2,1.13,7.3,427
42.6,94.6,17.9,30.1,44.3,4,1.91,2.6,525
20.2,65.4,6.2,13.1,26.1,8.5,0.94,11,338
41.9,84.4,75.7,99.5,30,17.5,2.32,3,680
27,78.8,2.8,3.4,19.1,7,1.05,11.6,420
29.6,72.1,2,6.6,17.4,6.4,1.06,10.7,353
42.1,74.2,0.7,16.8,32.9,31.7,2.73,3.3,526
21.5,54.4,24.5,28.6,17.8,5.5,0.91,10.9,289
24.3,61.4,16.6,22.3,13.5,3.7,1.04,10.2,226
42.6,99.7,18.3,34.1,35.9,34.6,2.61,3.4,832
30.1,71.8,6.7,24.3,28.7,12.4,1.34,6.9,571
36.8,68.5,4.8,16.5,29.2,1.8,1.32,6.2,323
23.2,54,2.9,8.8,24.4,0.6,1.04,12.5,372
36.6,90.5,21.9,33.1,30.7,19.9,2.3,7.2,443
29,44.6,21.2,28,19.6,3.3,1.2,11.1,545
21.8,43,13.5,17,12.5,2.5,0.99,13,623
29.2,70.3,3.5,8.1,16.7,3.7,1.05,10.8,585
24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593
31.4,81.8,4.3,17.5,21.8,12.8,1.47,5.1,437
26.7,56.6,6.8,23.6,28.6,13.8,1.67,6.2,546
26.3,44.2,16.7,20.4,12.5,4.3,0.95,11.7,397
